 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,164,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1024390.24390244,24390.243902439,54.6666666667,89.4892917244,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12195.1219512195,12195.1219512195,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,58220081,25,17,5268,8550,1337,0,210.72,366.6541876664,3069,0,502.9411764706,810.3008292132,237.3407896839,0.7214005765,1420001.97560976,7970297.92367569,50672706,1,58220081,2425836.70833333,10389095.879181,50672706,1,50738452,3171153.25,12678319.1083297,50714846,1,0,0,0,0,816,560,0.4294051051,0.2919954715,0,3069,321.3488372093,591.641537376,350039.708748616,0,0,0,1,0,0,0,0,0,329.0,210.72,502.9411764706,816,0,0,0,0,0,0,25,5268,17,8550,29200,2078,14,32,65497.0,0.0,65497,65497,50672706.0,0.0,50672706,50672706,BENIGN
53,31904,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,7146.439318,125.3761284,10634.66667,18375.62947,31853,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,80,62.68806419,62.68806419,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,118779819,23,24,6947,4738,1257,0,302.0434783,520.6761756,1087,0,197.4166667,358.6973917,98.37529724,0.395690113,2582169.978,4346802.187,10200000,45,119000000,5399082.682,5015579.668,10200000,107,116000000,5028142.043,5134702.454,10300000,982,0,0,0,0,744,772,0.193635587,0.202054526,0,1257,243.4375,440.3247789,193885.9109,0,0,0,1,0,0,0,0,1,248.6170213,302.0434783,197.4166667,744,0,0,0,0,0,0,23,6947,24,4738,29200,11327,6,32,328617.4545,890618.7532,3013934,59822,10200000.0,17334.0804,10200000,10200000,BENIGN
443,5883496,9,4,356,4244,199,0,39.55555556,72.76350581,2896,0,1061.0,1308.764812,781.8480713,2.209570636,490291.3333,1578793.339,5500169,3,5883496,735437.0,1926364.712,5500169,3,360024,120008.0,106868.2801,205503,197,0,0,0,0,296,136,1.529702748,0.679867888,0,2896,328.5714286,793.5552634,629729.956,0,0,0,1,0,0,0,0,0,353.8461538,39.55555556,1061.0,296,0,0,0,0,0,0,9,356,4,4244,29200,59,3,32,383324.0,0.0,383324,383324,5500169.0,0.0,5500169,5500169,BENIGN
80,119542143,24,18,2273,3736,433,0,94.70833333,177.2766149,746,0,207.5555556,343.6130214,50.26679169,0.351340531,2915662.024,4411641.639,10000000,53,120000000,5197484.478,4830711.749,10100000,160,115000000,6747749.118,4609440.31,10100000,20844,0,0,0,0,492,504,0.200766018,0.150574513,0,746,139.744186,261.9062985,68594.90919,0,0,0,1,0,0,0,0,0,143.0714286,94.70833333,207.5555556,492,0,0,0,0,0,0,24,2273,18,3736,8192,377,23,20,432969.3636,1315320.216,4398809,36151,9995397.0,16302.88018,10000000,9950305,BENIGN
49668,80,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,462500.0,37500.0,40.0,52.32590181,77,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,25000.0,12500.0,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1079,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9954749,45,77,1260,118628,389,0,28.0,90.07900573,4344,0,1540.623377,706.3213083,12043.29712,12.25545717,82270.65289,887027.3521,9758751,1,9954749,226244.2955,1470525.144,9758751,1,9924208,130581.6842,1122215.077,9784903,2,0,0,0,0,1452,2472,4.520455513,7.735001656,0,4344,974.699187,924.2376738,854215.2776,0,0,0,1,0,0,0,0,1,982.6885246,28.0,1540.623377,1452,0,0,0,0,0,0,45,1260,77,118628,65535,126,7,32,154834.0,0.0,154834,154834,9758751.0,0.0,9758751,9758751,BENIGN
53,47065,1,1,41,245,41,41,41.0,0.0,245,245,245.0,0.0,6076.702433,42.49442261,47065.0,0.0,47065,47065,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.2472113,21.2472113,41,245,109.0,117.7794549,13872.0,0,0,0,0,0,0,0,0,1,163.5,41.0,245.0,20,0,0,0,0,0,0,1,41,1,245,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,68665805,14,9,885,4448,405,0,63.21428571,123.1860248,1418,0,494.2222222,612.9053307,77.66602314,0.33495566,3121172.955,14600000.0,68500000,3,68700000,5281985.0,19000000.0,68500000,3,137701,17212.625,23988.61377,54353,3,0,0,0,0,460,296,0.203886054,0.131069606,0,1418,222.2083333,430.9596954,185726.2591,0,0,0,1,0,0,0,0,0,231.8695652,63.21428571,494.2222222,460,0,0,0,0,0,0,14,885,9,4448,65535,349,6,32,174647.0,0.0,174647,174647,68500000.0,0.0,68500000,68500000,BENIGN
53,32851,1,1,58,186,58,58,58.0,0.0,186,186,186.0,0.0,7427.475572,60.88094731,32851.0,0.0,32851,32851,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,30.44047365,30.44047365,58,186,100.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,151.0,58.0,186.0,32,0,0,0,0,0,0,1,58,1,186,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10012,38,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,157894.7368,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,100531749,8,6,364,11595,358,0,45.5,126.2865223,5792,0,1932.5,2362.781391,118.957445,0.139259489,7733211.462,27500000.0,99400000,1,100000000,14300000.0,37500000.0,99400000,1,140519,28103.8,55119.67501,126113,49,0,0,0,0,260,200,0.079576851,0.059682638,0,5792,797.2666667,1709.525935,2922478.924,0,0,0,0,1,0,0,0,0,854.2142857,45.5,1932.5,260,0,0,0,0,0,0,8,364,6,11595,251,235,2,20,998.0,0.0,998,998,99400000.0,0.0,99400000,99400000,DoS Hulk
53,169,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,2224852.07100592,23668.6390532544,56.3333333333,92.3760430703,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11834.3195266272,11834.3195266272,46,142,84.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,64,0,0,0,0,0,0,2,92,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3517,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1714,27,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,444444.4444,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37037.03704,37037.03704,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45047,62,3,1,31,6,31,0,10.33333333,17.89785834,6,6,6.0,0.0,596774.1935,64516.12903,20.66666667,25.14623895,49,1,50,25.0,33.9411255,49,1,0,0.0,0.0,0,0,0,0,0,0,96,20,48387.09677,16129.03226,0,31,7.4,13.44618905,180.8,0,0,0,0,1,0,0,0,0,9.25,10.33333333,6.0,96,0,0,0,0,0,0,3,31,1,6,1279,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117816556,20,16,1292,2238,427,0,64.6,156.1940089,746,0,139.875,300.722214,29.96183321,0.305559772,3366187.314,4628100.041,10000000,56,118000000,6200871.368,4725389.852,10000000,36497,113000000,7527325.133,4322128.432,10000000,20632,0,0,0,0,412,464,0.169755429,0.135804343,0,746,95.40540541,228.507532,52215.69219,0,0,0,1,0,0,0,0,0,98.05555556,64.6,139.875,412,0,0,0,0,0,0,20,1292,16,2238,8192,360,14,20,271200.0,779013.1491,2620013,36167,9993340.182,30404.14833,10000000,9902548,BENIGN
80,981,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2038.735984,981.0,0.0,981,981,981,981.0,0.0,981,981,0,0.0,0.0,0,0,0,0,0,0,64,0,2038.735984,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,5378421,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.743712699,1792807.0,3085507.415,5355620,58,5378421,2689210.5,3770872.478,5355620,22801,0,0.0,0.0,0,0,0,0,0,0,104,40,0.557784524,0.185928175,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54137,135,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,88888.88889,14814.81481,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7407.407407,7407.407407,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23877,2,2,74,194,37,37,37.0,0.0,97,97,97.0,0.0,11224.1906437157,167.5252334883,7959.0,13779.3302086858,23870,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,88,83.7626167441,83.7626167441,37,97,61.0,32.8633534503,1080.0,0,0,0,0,0,0,0,0,1,76.25,37.0,97.0,64,0,0,0,0,0,0,2,74,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,86613,10,9,563,5534,196,0,56.3,78.9768601835,1460,0,614.8888888889,659.8394585891,70393.5898768083,219.3666077841,4811.8333333333,8740.9092019349,23757,3,86613,9623.6666666667,11109.7485570106,24704,3,56027,7003.375,12150.1960117934,28899,3,0,0,0,0,212,192,115.45610936,103.910498424,0,1460,304.85,518.8581871967,269213.818421053,0,0,0,1,0,0,0,0,0,320.8947368421,56.3,614.8888888889,212,0,0,0,0,0,0,10,563,9,5534,8192,980,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
12558,904,2,1,274,0,274,0,137.0,193.747258,0,0,0.0,0.0,303097.3451,3318.584071,452.0,452.54834,772,132,904,904.0,0.0,904,904,0,0.0,0.0,0,0,1,0,0,0,40,20,2212.389381,1106.19469,0,274,137.0,158.1939738,25025.33333,0,1,0,0,1,0,0,0,0,182.6666667,137.0,0.0,40,0,0,0,0,0,0,2,274,1,0,60,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,73270,2,2,80,200,40,40,40.0,0.0,100,100,100.0,0.0,3821.482189,54.5926027,24423.33333,42297.25807,73264,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,27.29630135,27.29630135,40,100,64.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,80.0,40.0,100.0,40,0,0,0,0,0,0,2,80,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,242,2,2,68,580,34,34,34.0,0.0,290,290,290.0,0.0,2677685.95,16528.92562,80.66666667,134.5226127,236,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,8264.46281,8264.46281,34,290,136.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,170.5,34.0,290.0,64,0,0,0,0,0,0,2,68,2,580,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23124,1,1,61,111,61,61,61.0,0.0,111,111,111.0,0.0,7438.159488,86.4902266,23124.0,0.0,23124,23124,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43.2451133,43.2451133,61,111,77.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,116.5,61.0,111.0,20,0,0,0,0,0,0,1,61,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,111192274,21,20,1544,7675,592,0,73.52380952,181.3889796,2604,0,383.75,697.7384425,82.91043674,0.368730655,2779806.85,4553199.279,10200000,1,111000000,5558407.25,5153467.69,10200000,203,111000000,5850970.789,5126593.669,10200000,1,0,0,0,0,680,648,0.188862043,0.179868612,0,2604,219.5,516.6309836,266907.5732,0,0,0,1,0,0,0,0,0,224.8536585,73.52380952,383.75,680,0,0,0,0,0,0,21,1544,20,7675,29200,290,4,32,32406.63636,18917.48383,89104,23445,10100000.0,363764.3007,10200000,8993529,BENIGN
443,75264142,14,14,1095,3945,501,0,78.21428571,156.7811697,1400,0,281.7857143,503.1725776,66.96415937,0.372023108,2787560.815,4424099.884,9999046,1,70400000,5418761.0,5147889.815,10000000,617,75200000,5787019.923,4930909.497,10000000,1,0,0,0,0,292,288,0.186011554,0.186011554,0,1400,173.7931034,374.7518588,140438.9557,0,0,0,1,0,0,0,0,1,180.0,78.21428571,281.7857143,292,0,0,0,0,0,0,14,1095,14,3945,8192,29200,13,20,94333.85714,162924.7351,463812,32554,9969079.429,76122.9373,9999046,9796464,BENIGN
80,23750,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,489557.8947,378.9473684,2968.75,8074.840569,22950,7,23026,11513.0,16271.94125,23019,7,23681,4736.2,10192.48364,22967,45,0,0,0,0,72,132,126.3157895,252.6315789,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,77911175,37,43,1950,63998,373,0,52.7027027,121.3225418,2896,0,1488.325581,825.6738005,846.4511028,1.026810339,986217.4051,8704449.894,77400000,0,77900000,2164199.306,12900000.0,77400000,1,514497,12249.92857,36172.70107,178832,3,0,0,0,0,1196,1384,0.474899782,0.551910557,0,2896,814.1728395,940.8932829,885280.1698,0,0,0,1,0,0,0,0,1,824.35,52.7027027,1488.325581,1196,0,0,0,0,0,0,37,1950,43,63998,65535,1073,9,32,537572.0,0.0,537572,537572,77400000.0,0.0,77400000,77400000,BENIGN
3514,48,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,895833.3333,62500.0,24.0,32.52691193,47,1,48,24.0,32.52691193,47,1,0,0.0,0.0,0,0,0,0,0,0,60,0,62500.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,68,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,8821,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1360.389978,226.7316631,8821.0,0.0,8821,8821,8821,8821.0,0.0,8821,8821,0,0.0,0.0,0,0,0,0,0,0,40,0,226.7316631,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115509848,30,35,1083,32946,573,0,36.1,109.5726338,2920,0,941.3142857,836.28931,294.598258,0.562722583,1804841.375,3816553.189,10000000,3,116000000,3983098.207,4888841.751,10000000,3,110000000,3243944.353,4753347.808,10000000,48,0,0,0,0,612,844,0.259718115,0.303004468,0,2920,515.5909091,760.9072111,578979.7839,0,0,0,1,0,0,0,0,1,523.5230769,36.1,941.3142857,612,0,0,0,0,0,0,30,1083,35,32946,8192,62,29,20,29592.58333,50335.53769,189429,14952,9596227.833,1384376.609,10000000,5200484,BENIGN
54014,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,157,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1171974.52229299,25477.7070063694,52.3333333333,51.6365503624,106,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,12738.8535031847,12738.8535031847,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1401459.854,29197.08029,45.66666667,73.03652055,130,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,14598.54015,14598.54015,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,507,2,2,68,282,34,34,34.0,0.0,141,141,141.0,0.0,690335.305719921,7889.5463510848,169.0,291.8509893764,506,0,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,64,64,3944.7731755424,3944.7731755424,34,141,76.8,58.6063136531,3434.7,0,0,0,0,0,0,0,0,1,96.0,34.0,141.0,64,0,0,0,0,0,0,2,68,2,282,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,19777,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,101.1275724,19777.0,0.0,19777,19777,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50.56378622,50.56378622,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1008,31,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63845,2,2,92,348,46,46,46.0,0.0,174,174,174.0,0.0,6891.690814,62.65173467,21281.66667,36815.9018,63793,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,88,31.32586733,31.32586733,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46.0,174.0,64,0,0,0,0,0,0,2,92,2,348,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,210,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,819047.619,19047.61905,70.0,79.32212806,158,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9523.809524,9523.809524,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32169,1,1,40,120,40,40,40.0,0.0,120,120,120.0,0.0,4973.732475,62.17165594,32169.0,0.0,32169,32169,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.08582797,31.08582797,40,120,66.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,100.0,40.0,120.0,20,0,0,0,0,0,0,1,40,1,120,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39138,211,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,175355.4502,14218.00948,105.5,31.81980515,128,83,211,211.0,0.0,211,211,0,0.0,0.0,0,0,1,0,0,0,64,20,9478.672986,4739.336493,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,61,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24067,2,2,64,128,32,32,32.0,0.0,64,64,64.0,0.0,7977.72884,166.2026842,8022.333333,13890.75888,24062,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,83.10134209,83.10134209,32,64,44.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,56.0,32.0,64.0,64,0,0,0,0,0,0,2,64,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,71538,1,1,53,150,53,53,53.0,0.0,150,150,150.0,0.0,2837.652716,27.95716962,71538.0,0.0,71538,71538,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13.97858481,13.97858481,53,150,85.33333333,56.00297611,3136.333333,0,0,0,0,0,0,0,0,1,128.0,53.0,150.0,32,0,0,0,0,0,0,1,53,1,150,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116759208,7,7,348,11595,330,0,49.71428571,123.6307867,4344,0,1656.428571,1760.597234,102.2874359,0.11990489,8981477.538,27900000.0,101000000,16,117000000,19400000.0,40300000.0,101000000,985,117000000,19500000.0,47600000.0,117000000,16,0,0,0,0,204,232,0.059952445,0.059952445,0,4344,796.6,1424.153272,2028212.543,1,0,0,0,0,0,0,0,1,853.5,49.71428571,1656.428571,204,0,0,0,0,0,0,7,348,7,11595,0,235,3,20,10975.0,0.0,10975,10975,58300000.0,59800000.0,101000000,16000000,DoS Hulk
443,6528168,30,43,883,66199,446,0,29.43333333,86.67326014,2920,0,1539.511628,795.7934457,10275.77722,11.18231026,90669.0,580952.8063,4905270,0,1622894,55961.86207,122799.3099,631627,194,6431918,153140.9048,762048.3656,4905271,4,0,0,0,0,612,872,4.59546997,6.58684029,0,2920,906.5135135,964.7577486,930757.5135,0,0,0,1,0,0,0,0,1,918.9315068,29.43333333,1539.511628,612,0,0,0,0,0,0,30,883,43,66199,8192,245,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49639,88,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11363.6363636364,11363.6363636364,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,60,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5105544,7,4,635,168,517,0,90.71428571,190.7072051,168,0,42.0,84.0,157.2800078,2.154520654,510554.4,1534417.846,4876735,4,5105544,850924.0,2012984.933,4959609,4,185954,61984.66667,72689.71903,142253,601,0,0,0,0,232,136,1.371058598,0.783462056,0,517,66.91666667,150.8487854,22755.35606,0,0,0,1,0,0,0,0,0,73.0,90.71428571,42.0,232,0,0,0,0,0,0,7,635,4,168,29200,340,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7908,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,252.9084471,7908.0,0.0,7908,7908,7908,7908.0,0.0,7908,7908,0,0.0,0.0,0,0,0,0,0,0,40,0,252.9084471,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,82001238,8,7,392,11595,380,0,49.0,133.7716605,4344,0,1656.428571,1757.579003,146.1807199,0.182924068,5857231.286,21900000.0,81900000,1,81900000,11700000.0,30900000.0,81900000,1,142507,23751.16667,52835.5903,131230,2,0,0,0,0,240,232,0.097559503,0.085364565,0,4344,749.1875,1388.158359,1926983.629,0,0,0,0,1,0,0,0,0,799.1333333,49.0,1656.428571,240,0,0,0,0,0,0,8,392,7,11595,274,235,3,20,4003.0,0.0,4003,4003,81900000.0,0.0,81900000,81900000,DoS Hulk
199,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,83934204,5,6,338,11595,326,0,67.6,144.4811406,7240,0,1932.5,3126.682571,142.1708842,0.131055034,8393420.4,26500000.0,83800000,6,83800000,21000000.0,41900000.0,83800000,6,83900000,16800000.0,37500000.0,83800000,85,0,0,0,0,144,200,0.05957047,0.071484564,0,7240,994.9166667,2326.06048,5410557.356,1,0,0,0,0,0,0,0,1,1085.363636,67.6,1932.5,144,0,0,0,0,0,0,5,338,6,11595,0,235,2,20,13981.0,0.0,13981,13981,83800000.0,0.0,83800000,83800000,DoS Hulk
