Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,983,1,1,44,125.0,44,44,44.0,0.0,125,125,125.0,0.0,171922,2034,983.0,0.0,983.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1017.2939979654,1017.2939979654,44,125,71.0,46.7653718044,2187.0,0,0,0,0,0,0,0,0,1,106.5,44.0,125.0,0,0,0,0,0,0,1,44,1,125,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,28543,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,70,28543.0,0.0,28543.0,28543.0,28543.0,28543.0,0.0,28543.0,28543.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,70.06971937,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
80,6,20162901,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,20200000.0,0.0,20200000.0,20200000.0,20200000.0,20200000.0,0.0,20200000.0,20200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0991920759999999,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,20200000.0,0.0,20200000.0,20200000.0,DDoS attacks-LOIC-HTTP
80,6,115824063,16,14,445,706.0,434,0,27.8125,108.3175693659,706,0,50.4285714286,188.6864367902,9,0,3993933.20689655,4844631.88265582,10014474.0,27.0,115824063.0,7721604.2,4187822.73513792,10096853.0,145.0,111333281.0,8564098.53846154,3758074.89499044,10177523.0,96247.0,0,0,0,0,332,424,0.138140552,0.120872983,0,706,37.1290322581,146.5227495273,21468.9161290322,0,0,0,1,0,0,0,0,0,38.3666666667,27.8125,50.4285714286,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,119734.545454546,78389.9117161943,356089.0,96051.0,10001448.3636364,4348.9554670684,10014474.0,9999518.0,Benign
51528,6,55,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,36363,55.0,0.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,36363.6363636364,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,89,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,22471,89.0,0.0,89.0,89.0,89.0,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,22471.9101123596,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,65277847,14,15,793,3784.0,437,0,56.6428571429,126.4561992536,1460,0,252.2666666667,511.1011175697,70,0,2331351.67857143,4181473.33622577,10065839.0,0.0,60432934.0,4648687.23076923,5173361.41316272,10077656.0,11701.0,65266173.0,4661869.5,4980210.27293008,10077575.0,0.0,0,0,0,0,292,384,0.2144678577,0.2297869904,0,1460,152.5666666667,379.0288573613,143662.874712644,0,0,0,1,0,0,0,0,1,157.8275862069,56.6428571429,252.2666666667,0,0,0,0,0,0,14,793,15,3784,8192,59,9,20,64736.5,129724.258303141,329535.0,11671.0,10007419.1666667,32497.7541341965,10065839.0,9964945.0,Benign
49954,6,25,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,80000,25.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,80000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,184,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,560,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3571,560.0,0.0,560.0,560.0,560.0,560.0,0.0,560.0,560.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3571.428571,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
3389,6,4498867,13,8,1442,1731.0,725,0,110.9230769231,196.5220350404,1179,0,216.375,405.4647906151,705,4,224943.35,274054.738201249,953158.0,86.0,4498867.0,374905.58333333296,371231.498965136,1284653.0,22658.0,3682137.0,526019.571428571,296178.459247606,953158.0,211266.0,0,0,0,0,272,172,2.8896164301,1.7782254954,0,1179,144.2272727273,283.7777352618,80529.803030303,0,0,1,1,0,0,0,1,0,151.09523809520002,110.9230769231,216.375,0,0,0,0,0,0,13,1442,8,1731,8192,62643,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2093,1,1,45,73.0,45,45,45.0,0.0,73,73,73.0,0.0,56378,955,2093.0,0.0,2093.0,2093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,477.7830865,477.7830865,45,73,54.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,81.5,45.0,73.0,0,0,0,0,0,0,1,45,1,73,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1744,1,1,30,207.0,30,30,30.0,0.0,207,207,207.0,0.0,135894,1146,1744.0,0.0,1744.0,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,573.3944954128,573.3944954128,30,207,89.0,102.1909976466,10443.0,0,0,0,0,0,0,0,0,1,133.5,30.0,207.0,0,0,0,0,0,0,1,30,1,207,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,788,3,4,161,488.0,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,823604,8883,131.3333333333,104.4024265363,300.0,0.0,479.0,239.5,164.7558800165,356.0,123.0,488.0,162.6666666667,185.704963136,365.0,0.0,0,0,0,0,72,92,3807.1065989848,5076.1421319797,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
54240,6,2097,5,2,935,261.0,935,0,187.0,418.1447118,261,0,130.5,184.5548699,570338,3338,349.5,434.6022319,965.0,5.0,2097.0,524.25,612.9488152000001,1247.0,5.0,965.0,965.0,0.0,965.0,965.0,0,0,0,0,124,40,2384.358608,953.743443,0,935,149.5,330.2691543,109077.7143,0,0,1,1,0,0,0,1,0,170.8571429,187.0,130.5,0,0,0,0,0,0,5,935,2,261,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,29868,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,66,29868.0,0.0,29868.0,29868.0,29868.0,29868.0,0.0,29868.0,29868.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,66.96129637,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
445,6,784612,6,5,455,338.0,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1010,14,78461.2,78018.584211712,166606.0,5.0,784314.0,156862.8,93801.6329745917,247742.0,5.0,784548.0,196137.0,40030.6815413711,247801.0,164100.0,0,0,0,0,132,112,7.647091811,6.3725765092,0,145,66.0833333333,63.40269328,4019.901515151501,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
21,6,3,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,666666,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
80,6,21602,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,92,21602.0,0.0,21602.0,21602.0,21602.0,21602.0,0.0,21602.0,21602.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,92.58402,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
80,6,353,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,5665,353.0,0.0,353.0,353.0,353.0,353.0,0.0,353.0,353.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,5665.7223796034,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1000000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
53,17,2240910,2,2,90,166.0,49,41,45.0,5.6568542495,101,65,83.0,25.4558441227,114,1,746970.0,1282617.14312066,2227992.0,367.0,2228359.0,2228359.0,0.0,2228359.0,2228359.0,2240543.0,2240543.0,0.0,2240543.0,2240543.0,0,0,0,0,16,16,0.8924945669,0.8924945669,41,101,61.0,24.0,576.0,0,0,0,0,0,0,0,0,1,76.25,45.0,83.0,0,0,0,0,0,0,2,90,2,166,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
52891,6,106,2,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,28301,53.0,38.1837661841,80.0,26.0,106.0,106.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,18867.9245283019,9433.962264151,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,149,278,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,62960486,14,19,345,4439.0,213,0,24.6428571429,63.699543704300005,1460,0,233.6315789474,503.2984767761,75,0,1967515.1875,3921032.11347701,10000970.0,8.0,62960486.0,4843114.30769231,4976997.95788156,10012814.0,1291.0,62948179.0,3497121.05555556,4755176.90824402,10033248.0,8.0,0,0,0,0,292,464,0.2223616889,0.3017765778,0,1460,140.7058823529,388.6563122545,151053.729055259,0,0,0,1,0,0,0,0,1,144.96969696969998,24.6428571429,233.6315789474,0,0,0,0,0,0,14,345,19,4439,8192,201,8,20,362678.66666666704,859193.964383286,2116501.0,11844.0,9983401.16666667,40947.995513415,10000970.0,9899821.0,Benign
80,6,54498789,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54498789.0,0.0,54498789.0,54498789.0,54498789.0,54498789.0,0.0,54498789.0,54498789.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0366980631,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,151613,10,7,513,3397.0,195,0,51.3,80.93488466390001,1460,0,485.2857142857,672.2436845583001,25789,112,9475.8125,18643.41229216989,62304.0,1.0,151613.0,16845.888888888898,22857.553617154903,62326.0,22.0,139168.0,23194.6666666667,49206.9174879576,123134.0,1.0,0,0,0,0,212,152,65.957404708,46.170183295600005,0,1460,217.2222222222,459.9179665415,211524.535947712,0,0,0,1,0,0,0,0,0,230.0,51.3,485.2857142857,0,0,0,0,0,0,10,513,7,3397,8192,62,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,1397372,8,7,1132,1581.0,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1941,10,99812.28571,251954.3687,968835.0,54.0,1397372.0,199624.5714,384998.9808,1070971.0,54.0,1333780.0,222296.6667,366018.6879,968835.0,64024.0,0,0,0,0,168,148,5.725032418,5.009403366,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
21,6,29,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,68965,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,34482.75862,34482.75862,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
80,6,84,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,23809,84.0,0.0,84.0,84.0,84.0,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,23809.5238095238,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
22,6,368211,22,22,1944,2665.0,640,0,88.36363636360001,137.8690011274,976,0,121.1363636364,258.6415602914,12517,119,8563.046511627901,21942.226308621,105944.0,4.0,368168.0,17531.8095238095,31856.9577559111,105944.0,334.0,368202.0,17533.4285714286,39516.9474751927,144892.0,10.0,0,0,0,0,712,712,59.7483508097,59.7483508097,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.36363636360001,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Bruteforce
53,17,18119,2,2,76,108.0,38,38,38.0,0.0,54,54,54.0,0.0,10155,220,6039.66666666667,10002.0192627956,17589.0,257.0,17862.0,17862.0,0.0,17862.0,17862.0,17846.0,17846.0,0.0,17846.0,17846.0,0,0,0,0,16,16,110.381367625145,110.381367625145,38,54,44.4,8.763560920082659,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,0,0,0,0,0,0,2,76,2,108,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,259,1,1,36,52.0,36,36,36.0,0.0,52,52,52.0,0.0,339768,7722,259.0,0.0,259.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3861.00386100386,3861.00386100386,36,52,41.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,60990641,9,7,1902,4215.0,821,0,211.3333333333,321.6935653693,1460,0,602.1428571429,654.5108678933,100,0,4066042.73333333,15460759.0702579,59952324.0,0.0,60990641.0,7623830.125,21144362.9387528,59952324.0,375.0,763241.0,127206.833333333,106343.107643921,217475.0,0.0,0,0,0,0,192,152,0.1475636236999999,0.1147717074,0,1460,359.8235294118,508.4995372778,258571.779411765,0,0,0,1,0,0,0,0,0,382.3125,211.3333333333,602.1428571429,0,0,0,0,0,0,9,1902,7,4215,8192,513,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,675,3,4,161,488.0,161,0,53.6666666666667,92.95339333952973,488,0,122.0,244.0,961481,10370,112.5,73.62811962830509,194.0,1.0,375.0,187.5,84.14570696119921,247.0,128.0,481.0,160.333333333333,181.560825436913,358.0,1.0,0,0,0,0,72,92,4444.44444444444,5925.92592592593,0,488,81.125,173.787585862742,30202.125,0,0,0,1,0,0,0,0,1,92.7142857142857,53.6666666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50530,6,47,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,42553,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,21276.5957446809,21276.5957446809,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,31500,63919,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50108,6,42,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,47619,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,23809.5238095238,23809.5238095238,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,114,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,97,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,20618,97.0,0.0,97.0,97.0,97.0,97.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20618.556701030902,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,24678,2,2,80,202.0,40,40,40.0,0.0,101,101,101.0,0.0,11427,162,8226.0,9866.1956700645,19178.0,33.0,19178.0,19178.0,0.0,19178.0,19178.0,33.0,33.0,0.0,33.0,33.0,0,0,0,0,16,16,81.04384472,81.04384472,40,101,64.4,33.411076007800006,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,0,0,0,0,0,0,2,80,2,202,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,189,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,10582,189.0,0.0,189.0,189.0,189.0,189.0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,10582.01058,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
443,6,154,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,12987,154.0,0.0,154.0,154.0,154.0,154.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,12987.012987013,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,60940462,9,7,2206,4215.0,997,0,245.1111111111,387.7652139003,1460,0,602.1428571429,654.5108678933,105,0,4062697.46666667,15461091.6054556,59950179.0,1.0,60940462.0,7617557.75,21145955.7510458,59950179.0,377.0,725013.0,120835.5,109553.179444049,218353.0,1.0,0,0,0,0,192,152,0.1476851291,0.1148662115,0,1460,377.7058823529,525.9930803616,276668.720588235,0,0,0,1,0,0,0,0,0,401.3125,245.1111111111,602.1428571429,0,0,0,0,0,0,9,2206,7,4215,8192,513,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,40450863,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,40500000.0,0.0,40500000.0,40500000.0,40500000.0,40500000.0,0.0,40500000.0,40500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.049442703,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,40500000.0,0.0,40500000.0,40500000.0,DDoS attacks-LOIC-HTTP
80,6,6785722,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6785722.0,0.0,6785722.0,6785722.0,6785722.0,6785722.0,0.0,6785722.0,6785722.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.294736507,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,6785722.0,0.0,6785722.0,6785722.0,DDoS attacks-LOIC-HTTP
80,6,108253853,15,3,2530,0.0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23,0,6367873.70588235,13524272.8724782,53247128.0,12.0,108253841.0,7732417.21428571,14620276.0194436,53247128.0,328.0,107231125.0,53615562.5,31986649.1197359,76233539.0,30997586.0,0,0,0,0,496,100,0.1385631974,0.0277126395,0,230,133.15789473680002,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6154492.0,2110327.66153932,7646719.0,4662265.0,23986214.25,20631812.881599803,53247128.0,6655846.0,DoS attacks-Slowloris
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1000000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
80,6,1173647,3,4,20,964.0,20,0,6.666666667,11.54700538,964,0,241.0,482.0,838,5,195607.8333,478962.0547,1173285.0,1.0,333.0,166.5,234.0523446,332.0,1.0,1173638.0,391212.6667,677294.5261,1173285.0,21.0,0,0,0,0,72,92,2.556134851,3.408179802,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
3389,6,2097665,8,7,1128,1581.0,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,1291,7,149833.214285714,244543.462744884,953146.0,3.0,2097665.0,299666.428571429,394571.30074797897,1179829.0,3.0,1924385.0,320730.833333333,310733.839103125,953146.0,167822.0,0,0,0,0,172,152,3.8137643523,3.3370438082,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,5929514,10,10,737,660.0,200,0,73.7,61.6928773126,409,0,66.0,124.1996600461,235,3,312079.684210526,729337.253808023,2993140.0,17.0,5929514.0,658834.888888889,975216.750680258,2993183.0,64.0,5768230.0,640914.444444445,1001083.57782956,3045583.0,4328.0,0,0,0,0,224,248,1.6864788581,1.6864788581,0,409,66.5238095238,94.3470291253,8901.3619047619,0,0,0,1,0,0,0,0,1,69.85,73.7,66.0,0,0,0,0,0,0,10,737,10,660,8192,257,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1329,1,1,37,53.0,37,37,37.0,0.0,53,53,53.0,0.0,67720,1504,1329.0,0.0,1329.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,752.445447705,752.445447705,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,52296455,5,1,123,46.0,46,0,24.6,23.27659769,46,46,46.0,0.0,3,0,10500000.0,23300000.0,52100000.0,18.0,52300000.0,13100000.0,26000000.0,52100000.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,0.095608775,0.019121755,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,0,0,0,0,0,0,5,123,1,46,258,184,2,20,202854.0,0.0,202854.0,202854.0,52100000.0,0.0,52100000.0,52100000.0,Benign
